RedFighter,BlueFighter,DaysSinceFirstFight,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightMt,BlueReachMt,BlueWeightKg,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightMt,RedReachMt,RedWeightKg,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishRound,FinishRoundInSeconds,TotalFightTimeMins,DaysSinceLastFight_Red,DaysSinceLastFight_Blue,Momentum_Red,Momentum_Blue,RestTimeDif,RedTotalFights,BlueTotalFights,ActivityRatio_Red,ActivityRatio_Blue,ActivityRatioDif
James Krause,Alex White,2856,"St. Louis, Missouri, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,44.3333,0.428,0.1667,0.6667,0.125,1,3,15,0,0,0,1,2,0,0,3,Southpaw,1.83,1.8,70.31,0,3,0,56.0,0.466,0.5,0.5,0.205,3,3,18,0,0,0,2,1,2,0,5,Orthodox,1.88,1.85,77.11,31,29,0,-2,-2,-2,0,-3,0,1,-2,-5.08,-5.08,2,-11.6667,-0.3333,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,191.0,127.0,0,-4,64.0,8,6,0.00280014000700035,0.0021001050052502626,0.0007000350017500874
Kamaru Usman,Emil Meek,2856,"St. Louis, Missouri, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,50.0,0.37,1.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Switch,1.8,1.88,77.11,0,6,0,46.8333,0.517,0.3333,3.3333,0.418,6,0,15,1,0,0,4,1,1,0,6,Switch,1.83,1.93,77.11,30,29,0,-5,-5,-5,0,-12,-1,-1,-1,-2.54,-5.08,1,3.1667,0.6667,-2.3333,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,3.0,300,15.0,120.0,400.0,7,1,-280.0,6,1,0.0021001050052502626,0.00035001750087504374,0.0017500875043752189
Paige VanZant,Jessica-Rose Clark,2856,"St. Louis, Missouri, USA", USA,Blue,False,Women's Flyweight,FEMALE,3,0,1,0,101.0,0.58,1.0,2.0,0.66,1,0,3,0,0,1,0,0,0,0,1,Orthodox,1.65,1.63,56.7,1,0,0,40.1667,0.473,0.6667,1.3333,0.22,3,2,17,0,0,0,1,2,1,0,4,Orthodox,1.63,1.65,52.16,23,30,1,1,-2,-3,2,-14,0,-2,-1,2.54,-2.54,-7,60.8333,0.3333,0.6667,10.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue,U-DEC,3.0,300,15.0,393.0,57.0,3,1,336.0,6,1,0.0021001050052502626,0.00035001750087504374,0.0017500875043752189
Darren Elkins,Michael Johnson,2856,"St. Louis, Missouri, USA", USA,Red,False,Featherweight,MALE,3,2,0,0,45.5294,0.346,0.0588,0.4706,0.328,4,8,42,1,0,0,5,4,0,0,9,Southpaw,1.78,1.85,65.77,0,5,0,37.0,0.331,1.1765,2.1765,0.349,5,4,43,0,0,2,8,3,0,0,13,Orthodox,1.78,1.8,65.77,33,31,-2,-5,-1,-4,-4,-1,1,1,0,0.0,5.08,2,8.5294,-1.1176,-1.7059,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Red,SUB,2.0,142,7.37,176.0,191.0,10,-4,-15.0,17,17,0.005950297514875744,0.005950297514875744,0.0
Danielle Taylor,JJ Aldrich,2856,"St. Louis, Missouri, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,64.5,0.39,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,Southpaw,1.65,1.7,56.7,0,2,0,44.6667,0.277,0.0,0.3333,0.333,2,1,9,0,0,1,1,0,0,0,2,Orthodox,1.52,1.52,52.16,28,25,0,-1,-1,-1,0,-3,0,0,0,12.7,17.78,3,19.8333,0.0,-0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,267.0,218.0,1,0,49.0,3,2,0.0010500525026251313,0.0007000350017500875,0.0003500175008750438
Dan Ige,Julio Arce,2862,"Boston, Massachusetts, USA", USA,Blue,False,Featherweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,1.7,1.78,65.77,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.7,1.8,65.77,26,28,0,0,0,0,0,0,0,0,0,0.0,-2.54,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0
Kyle Bochniak,Brandon Davis,2862,"Boston, Massachusetts, USA", USA,Red,False,Featherweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.78,1.83,61.23,1,0,0,38.6667,0.37,0.0,0.6667,0.177,1,2,9,0,0,1,0,0,0,0,1,Orthodox,1.7,1.78,65.77,30,27,1,0,-1,-1,2,-9,0,0,0,7.62,5.08,3,-38.6667,0.0,-0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,182.0,0.0,-3,0,182.0,3,0,0.001047851903597625,0.0,0.001047851903597625
Islam Makhachev,Gleison Tibau,2862,"Boston, Massachusetts, USA", USA,Red,False,Lightweight,MALE,3,2,0,0,21.9615,0.356,0.6538,3.2308,0.516,3,10,63,0,0,5,6,1,4,0,16,Southpaw,1.78,1.8,70.31,0,2,0,22.75,0.568,0.75,3.0,0.65,2,1,9,0,0,0,2,0,1,0,3,Orthodox,1.78,1.78,70.31,26,34,-2,-2,1,13,-9,54,0,1,3,0.0,2.54,-8,-0.7885,-0.0962,0.2308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,1.0,57,0.95,343.0,805.0,1,-1,-462.0,4,26,0.0013971358714634998,0.009081383164512749,-0.00768424729304925
Matt Bessette,Enrique Barzola,2862,"Boston, Massachusetts, USA", USA,Blue,False,Featherweight,MALE,3,0,2,0,52.75,0.433,0.25,5.5,0.46,2,1,12,1,0,0,3,0,0,0,3,Switch,1.7,1.78,65.77,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.78,1.78,65.77,33,28,0,2,2,3,-1,12,1,0,0,-7.62,0.0,5,52.75,0.25,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,0.0,252.0,0,1,-252.0,0,4,0.0,0.0013971358714634998,-0.0013971358714634998
Dustin Ortiz,Alexandre Pantoja,2862,"Boston, Massachusetts, USA", USA,Red,False,Flyweight,MALE,3,0,2,0,78.0,0.445,1.5,1.0,0.665,2,0,6,0,0,1,0,0,1,0,2,Orthodox,1.65,1.7,56.7,0,1,0,38.1818,0.471,0.0909,2.2727,0.279,2,5,30,0,0,3,0,3,0,0,6,Orthodox,1.65,1.65,56.7,29,27,0,1,0,-4,5,-24,0,-3,1,0.0,5.08,2,39.8182,1.4091,-1.2727,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,Red,U-DEC,3.0,300,15.0,168.0,188.0,0,3,-20.0,11,2,0.0038421236465246244,0.0006985679357317499,0.0031435557107928743
Stipe Miocic,Francis Ngannou,2862,"Boston, Massachusetts, USA", USA,Red,True,Heavyweight,MALE,5,0,6,0,14.0,0.567,0.1667,0.0,0.0,6,0,8,0,0,0,0,4,1,1,6,Orthodox,1.93,2.11,113.4,0,5,0,48.1538,0.523,0.0,1.3077,0.371,5,2,29,3,0,0,3,8,0,0,11,Orthodox,1.93,2.03,108.86,35,31,0,1,1,-5,2,-21,-3,-3,1,0.0,7.62,4,-34.1538,0.1667,-1.3077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,5.0,300,25.0,252.0,49.0,7,8,203.0,13,6,0.0045406915822563745,0.00209570380719525,0.0024449877750611247
Thomas Almeida,Rob Font,2862,"Boston, Massachusetts, USA", USA,Blue,False,Bantamweight,MALE,3,1,0,0,38.3333,0.507,0.6667,0.6667,0.283,2,2,10,0,0,0,0,3,1,0,4,Orthodox,1.73,1.8,61.23,1,0,0,46.0,0.459,0.0,0.0,0.0,4,2,13,0,0,0,1,4,0,0,5,Southpaw,1.7,1.78,61.23,26,30,0,0,-2,-1,0,-3,0,-1,1,2.54,2.54,-4,-7.6667,0.6667,0.6667,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,Red,KO/TKO,2.0,144,7.4,182.0,84.0,2,1,98.0,7,6,0.0024449877750611247,0.00209570380719525,0.00034928396786587483
Daniel Cormier,Volkan Oezdemir,2862,"Boston, Massachusetts, USA", USA,Red,True,Light Heavyweight,MALE,5,0,3,0,33.0,0.597,0.0,0.0,0.0,3,0,5,0,0,1,0,2,0,0,3,Orthodox,1.88,1.9,92.99,1,0,0,54.9,0.54,0.6,1.5,0.379,4,2,31,5,0,1,3,1,3,0,8,Orthodox,1.8,1.83,106.59,38,28,1,3,-1,-5,2,-26,-5,1,-3,7.62,7.62,10,-21.9,-0.6,-1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,2.0,120,7.0,287.0,175.0,3,4,112.0,10,3,0.0034928396786587496,0.001047851903597625,0.0024449877750611247
Sabah Homasi,Abdul Razak Alhassan,2862,"Boston, Massachusetts, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,27.3333,0.47,0.0,0.3333,0.11,1,1,5,0,0,0,0,2,0,0,2,Orthodox,1.78,1.85,77.11,2,0,0,36.0,0.53,0.0,1.0,0.5,0,2,3,0,0,0,0,0,0,0,0,Orthodox,1.83,1.83,77.11,29,32,2,1,1,2,1,2,0,2,0,-5.08,2.54,-3,-8.6667,0.0,-0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,1.0,227,3.78,49.0,49.0,-4,0,0.0,2,3,0.0006985679357317499,0.001047851903597625,-0.00034928396786587505
Gian Villante,Francimar Barroso,2862,"Boston, Massachusetts, USA", USA,Red,False,Light Heavyweight,MALE,3,1,0,0,30.5,0.448,0.0,2.125,0.234,2,4,21,0,0,0,4,0,0,0,4,Orthodox,1.85,1.9,92.99,2,0,0,47.9091,0.457,0.0,0.4545,0.205,2,6,28,0,0,1,0,4,0,0,5,Orthodox,1.9,1.93,92.99,32,37,1,0,0,-1,2,-7,0,-4,0,-5.08,-2.54,-5,-17.4091,0.0,1.6705,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,S-DEC,3.0,300,15.0,182.0,140.0,-3,0,42.0,11,8,0.0038421236465246244,0.0027942717429269995,0.001047851903597625
Calvin Kattar,Shane Burgos,2862,"Boston, Massachusetts, USA", USA,Red,False,Featherweight,MALE,3,0,3,0,84.0,0.45,0.0,0.6667,0.667,3,0,9,0,0,0,2,1,0,0,3,Orthodox,1.8,1.9,65.77,0,1,0,75.0,0.46,0.0,2.0,0.66,1,0,3,0,0,0,1,0,0,0,1,Orthodox,1.8,1.83,65.77,29,26,0,2,2,2,0,6,0,1,0,0.0,7.62,3,9.0,0.0,-1.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,3.0,32,10.53,175.0,182.0,1,3,-7.0,1,3,0.00034928396786587494,0.001047851903597625,-0.00069856793573175
Austin Arnett,Cory Sandhagen,2869,"Charlotte, North Carolina, USA", USA,Blue,False,Featherweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Switch,1.8,1.78,61.23,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.83,1.83,65.77,26,25,0,0,0,0,0,0,0,0,0,-2.54,-5.08,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,2.0,228,8.8,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0
Randa Markos,Juliana Lima,2869,"Charlotte, North Carolina, USA", USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,28.0,0.43,0.0,1.6667,0.385,2,3,17,0,0,0,3,0,0,0,3,Orthodox,1.65,1.65,52.16,1,0,0,41.4286,0.373,0.2857,1.4286,0.376,1,4,19,0,0,1,2,0,0,0,3,Orthodox,1.63,1.6,52.16,32,35,0,0,1,0,1,-2,0,0,0,2.54,5.08,-3,-13.4286,-0.2857,0.2381,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,3.0,300,15.0,175.0,204.0,-3,2,-29.0,7,6,0.0024390243902439024,0.0020905923344947735,0.0003484320557491289
Mirsad Bektic,Godofredo Pepey,2869,"Charlotte, North Carolina, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,18.4,0.402,0.8,0.2,0.1,3,5,18,1,0,1,0,1,3,0,5,Orthodox,1.7,1.85,65.77,1,0,0,32.8,0.494,0.4,3.0,0.564,4,1,12,0,1,0,1,1,1,0,4,Orthodox,1.73,1.78,65.77,26,30,0,0,-1,1,-4,6,1,0,2,-2.54,7.62,-4,-14.4,0.4,-2.8,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,1.0,167,2.78,329.0,189.0,4,0,140.0,5,10,0.0017421602787456446,0.003484320557491289,-0.0017421602787456446
Vinc Pichel,Joaquim Silva,2869,"Charlotte, North Carolina, USA", USA,Red,False,Lightweight,MALE,3,0,3,0,31.6667,0.443,0.3333,0.0,0.0,3,0,7,0,0,2,0,1,0,0,3,Orthodox,1.73,1.75,70.31,0,3,0,30.0,0.385,0.25,4.0,0.345,3,1,8,0,0,0,2,1,0,0,3,Orthodox,1.78,1.83,70.31,35,28,0,0,0,0,1,-1,0,0,0,-5.08,-7.62,7,1.6667,0.0833,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,231.0,244.0,1,3,-13.0,4,3,0.0013937282229965157,0.0010452961672473868,0.0003484320557491289
Katlyn Chookagian,Mara Romero Borella,2869,"Charlotte, North Carolina, USA", USA,Red,False,Women's Flyweight,FEMALE,3,0,1,0,3.0,0.6,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,1.68,1.75,56.7,0,1,0,57.3333,0.297,0.0,0.0,0.0,1,1,9,0,0,1,1,0,0,0,2,Orthodox,1.75,1.73,56.7,29,31,0,0,0,-1,1,-8,0,0,1,-7.62,2.54,-2,-54.3333,1.0,1.0,9.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue,U-DEC,3.0,300,15.0,294.0,112.0,0,1,182.0,3,1,0.0010452961672473868,0.0003484320557491289,0.0006968641114982578
Niko Price,George Sullivan,2869,"Charlotte, North Carolina, USA", USA,Red,False,Welterweight,MALE,3,1,0,0,42.2,0.488,0.6,1.0,0.328,2,2,12,0,0,0,2,1,0,0,3,Orthodox,1.83,1.85,77.11,1,0,0,16.0,0.333,0.5,0.25,0.063,1,2,6,0,0,0,0,1,1,0,2,Orthodox,1.83,1.93,77.11,28,36,0,0,1,1,0,6,0,0,-1,0.0,-7.62,-8,26.2,0.1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,2.0,261,9.35,91.0,728.0,0,-1,-637.0,4,5,0.0013937282229965157,0.0017421602787456446,-0.0003484320557491289
Erik Koch,Bobby Green,2869,"Charlotte, North Carolina, USA", USA,Blue,False,Lightweight,MALE,3,4,0,0,55.875,0.465,0.125,0.625,0.229,4,4,20,0,0,1,1,1,1,0,4,Orthodox,1.78,1.8,70.31,1,0,0,17.75,0.373,0.75,0.25,0.063,2,4,16,0,0,0,1,2,1,0,4,Southpaw,1.78,1.8,70.31,29,31,-3,0,2,0,0,4,0,-1,0,0.0,0.0,-2,38.125,-0.625,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,216.0,287.0,-4,-2,-71.0,8,8,0.0027874564459930314,0.0027874564459930314,0.0
Jordan Rinaldi,Gregor Gillespie,2869,"Charlotte, North Carolina, USA", USA,Blue,False,Lightweight,MALE,3,0,3,0,23.0,0.487,0.3333,3.0,0.307,3,0,6,0,0,0,1,1,1,0,3,Orthodox,1.7,1.8,70.31,0,1,0,12.0,0.405,1.0,1.0,0.14,1,1,4,0,0,0,0,0,1,0,1,Orthodox,1.78,1.83,65.77,30,31,0,2,2,2,1,2,0,1,0,-7.62,-2.54,-1,11.0,-0.6667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,1.0,286,4.77,175.0,133.0,-1,3,42.0,2,3,0.0006968641114982578,0.0010452961672473868,-0.0003484320557491289
Dennis Bermudez,Andre Fili,2869,"Charlotte, North Carolina, USA", USA,Blue,False,Featherweight,MALE,3,0,1,0,38.0,0.358,0.1111,1.8889,0.522,1,4,21,0,0,0,3,2,0,0,5,Orthodox,1.8,1.88,65.77,2,0,0,47.2857,0.456,0.8571,2.7857,0.409,7,5,33,1,0,2,4,1,2,0,9,Orthodox,1.68,1.68,70.31,31,27,2,1,-6,-4,1,-12,-1,1,-2,12.7,20.32,4,-9.2857,-0.746,-0.8968,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,S-DEC,3.0,300,15.0,189.0,98.0,-1,-1,91.0,14,9,0.004878048780487805,0.0031358885017421603,0.0017421602787456446
Jacare Souza,Derek Brunson,2869,"Charlotte, North Carolina, USA", USA,Red,False,Middleweight,MALE,5,0,2,0,20.6667,0.475,0.25,1.0833,0.119,5,3,20,0,0,0,2,6,1,0,9,Southpaw,1.85,1.96,83.91,1,0,0,19.4444,0.506,0.7778,1.3333,0.392,5,2,16,0,0,0,1,2,4,0,7,Orthodox,1.85,1.83,83.91,38,34,1,2,0,2,-1,4,0,4,-3,0.0,12.7,4,1.2222,-0.5278,-0.25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue,KO/TKO,1.0,230,3.83,287.0,91.0,1,1,196.0,9,12,0.0031358885017421603,0.004181184668989547,-0.0010452961672473868
Drew Dober,Frank Camacho,2869,"Charlotte, North Carolina, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,154.0,0.51,0.0,1.0,0.2,1,0,3,0,0,1,0,0,0,0,1,Orthodox,1.78,1.85,77.11,0,1,0,25.7778,0.341,0.1111,0.5556,0.039,2,5,17,0,0,0,1,2,1,0,4,Southpaw,1.73,1.78,70.31,29,28,0,0,-1,-3,5,-14,0,-2,-1,5.08,7.62,1,128.2222,-0.1111,0.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,182.0,70.0,-1,1,112.0,9,1,0.0031358885017421603,0.0003484320557491289,0.0027874564459930314
Justine Kish,Ji Yeon Kim,2869,"Charlotte, North Carolina, USA", USA,Blue,False,Women's Flyweight,FEMALE,3,1,0,0,60.0,0.37,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,1.7,1.83,56.7,1,0,0,54.3333,0.517,0.3333,1.3333,0.433,2,1,9,0,0,0,2,0,0,0,2,Orthodox,1.65,1.63,56.7,29,28,0,0,-2,-2,0,-6,0,0,0,5.08,20.32,1,5.6667,-0.3333,-1.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,3.0,300,15.0,216.0,224.0,1,-2,-8.0,3,1,0.0010452961672473868,0.0003484320557491289,0.0006968641114982578
Thiago Santos,Anthony Smith,2876,"Belem, Para, Brazil", Brazil,Red,False,Middleweight,MALE,3,0,3,0,37.8333,0.443,0.3333,0.3333,0.067,3,2,15,0,0,0,1,3,0,0,4,Orthodox,1.93,1.93,92.99,0,3,0,22.0,0.422,0.0,0.1667,0.083,4,4,18,0,0,0,1,7,0,0,8,Orthodox,1.88,1.93,92.99,34,29,0,0,-1,-4,2,-3,0,-4,0,5.08,0.0,5,15.8333,0.3333,0.1667,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,2.0,63,6.05,98.0,140.0,0,2,-42.0,12,6,0.004171011470281543,0.0020855057351407717,0.0020855057351407717
Deiveson Figueiredo,Joseph Morales,2876,"Belem, Para, Brazil", Brazil,Red,False,Flyweight,MALE,3,0,1,0,12.0,0.54,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Switch,1.68,1.75,56.7,0,1,0,19.0,0.39,5.0,1.0,0.25,1,0,3,0,0,1,0,0,0,0,1,Orthodox,1.65,1.73,56.7,30,23,0,0,0,0,0,-2,0,0,1,2.54,2.54,7,-7.0,-4.0,-1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,2.0,274,9.57,98.0,182.0,1,1,-84.0,1,1,0.0003475842891901286,0.0003475842891901286,0.0
